codigo,name,type_1,type_2,attack,defense,hp,special_attack,special_defense,speed,generation,shape,total,url_image
345,lileep,rock,grass,41,77,66,61,87,23,3,blob,355,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/345.svg
346,cradily,rock,grass,81,97,86,81,107,43,3,blob,495,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/346.svg
347,anorith,rock,bug,95,50,45,40,50,75,3,armor,355,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/347.svg
348,armaldo,rock,bug,125,100,75,70,80,45,3,upright,495,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/348.svg
349,feebas,water,NA,15,20,20,10,55,80,3,fish,200,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/349.svg
350,milotic,water,NA,60,79,95,100,125,81,3,squiggle,540,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/350.svg
351,castform,normal,NA,70,70,70,70,70,70,3,ball,420,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/351.svg
352,kecleon,normal,NA,90,70,60,60,120,40,3,upright,440,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/352.svg
353,shuppet,ghost,NA,75,35,44,63,33,45,3,ball,295,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/353.svg
354,banette,ghost,NA,115,65,64,83,63,65,3,upright,455,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/354.svg
355,duskull,ghost,NA,40,90,20,30,90,25,3,arms,295,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/355.svg
356,dusclops,ghost,NA,70,130,40,60,130,25,3,humanoid,455,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/356.svg
357,tropius,grass,flying,68,83,99,72,87,51,3,quadruped,460,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/357.svg
358,chimecho,psychic,NA,50,70,65,95,80,65,3,arms,425,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/358.svg
359,absol,dark,NA,130,60,65,75,60,75,3,quadruped,465,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/359.svg
360,wynaut,psychic,NA,23,48,95,23,48,23,3,upright,260,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/360.svg
361,snorunt,ice,NA,50,50,50,50,50,50,3,humanoid,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/361.svg
362,glalie,ice,NA,80,80,80,80,80,80,3,ball,480,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/362.svg
363,spheal,ice,water,40,50,70,55,50,25,3,fish,290,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/363.svg
364,sealeo,ice,water,60,70,90,75,70,45,3,fish,410,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/364.svg
365,walrein,ice,water,80,90,110,95,90,65,3,quadruped,530,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/365.svg
366,clamperl,water,NA,64,85,35,74,55,32,3,ball,345,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/366.svg
367,huntail,water,NA,104,105,55,94,75,52,3,squiggle,485,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/367.svg
368,gorebyss,water,NA,84,105,55,114,75,52,3,squiggle,485,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/368.svg
369,relicanth,water,rock,90,130,100,45,65,55,3,fish,485,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/369.svg
370,luvdisc,water,NA,30,55,43,40,65,97,3,fish,330,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/370.svg
371,bagon,dragon,NA,75,60,45,40,30,50,3,humanoid,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/371.svg
372,shelgon,dragon,NA,95,100,65,60,50,50,3,quadruped,420,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/372.svg
373,salamence,dragon,flying,135,80,95,110,80,100,3,quadruped,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/373.svg
374,beldum,steel,psychic,55,80,40,35,60,30,3,blob,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/374.svg
375,metang,steel,psychic,75,100,60,55,80,50,3,arms,420,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/375.svg
376,metagross,steel,psychic,135,130,80,95,90,70,3,heads,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/376.svg
377,regirock,rock,NA,100,200,80,50,100,50,3,humanoid,580,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/377.svg
378,regice,ice,NA,50,100,80,100,200,50,3,humanoid,580,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/378.svg
379,registeel,steel,NA,75,150,80,75,150,50,3,humanoid,580,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/379.svg
380,latias,dragon,psychic,80,90,80,110,130,110,3,wings,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/380.svg
381,latios,dragon,psychic,90,80,80,130,110,110,3,wings,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/381.svg
382,kyogre,water,NA,100,90,100,150,140,90,3,fish,670,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/382.svg
383,groudon,ground,NA,150,140,100,100,90,90,3,upright,670,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/383.svg
384,rayquaza,dragon,flying,150,90,105,150,90,95,3,squiggle,680,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/384.svg
385,jirachi,steel,psychic,100,100,100,100,100,100,3,humanoid,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/385.svg
386,deoxys-normal,psychic,NA,150,50,50,150,50,150,3,humanoid,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/386.svg
387,turtwig,grass,NA,68,64,55,45,55,31,4,quadruped,318,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/387.svg
388,grotle,grass,NA,89,85,75,55,65,36,4,quadruped,405,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/388.svg
389,torterra,grass,ground,109,105,95,75,85,56,4,quadruped,525,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/389.svg
390,chimchar,fire,NA,58,44,44,58,44,61,4,upright,309,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/390.svg
391,monferno,fire,fighting,78,52,64,78,52,81,4,upright,405,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/391.svg
392,infernape,fire,fighting,104,71,76,104,71,108,4,upright,534,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/392.svg
393,piplup,water,NA,51,53,53,61,56,40,4,humanoid,314,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/393.svg
394,prinplup,water,NA,66,68,64,81,76,50,4,upright,405,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/394.svg
395,empoleon,water,steel,86,88,84,111,101,60,4,upright,530,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/395.svg
396,starly,normal,flying,55,30,40,30,30,60,4,wings,245,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/396.svg
397,staravia,normal,flying,75,50,55,40,40,80,4,wings,340,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/397.svg
398,staraptor,normal,flying,120,70,85,50,60,100,4,wings,485,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/398.svg
399,bidoof,normal,NA,45,40,59,35,40,31,4,quadruped,250,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/399.svg
400,bibarel,normal,water,85,60,79,55,60,71,4,upright,410,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/400.svg
401,kricketot,bug,NA,25,41,37,25,41,25,4,humanoid,194,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/401.svg
402,kricketune,bug,NA,85,51,77,55,51,65,4,bug-wings,384,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/402.svg
403,shinx,electric,NA,65,34,45,40,34,45,4,quadruped,263,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/403.svg
404,luxio,electric,NA,85,49,60,60,49,60,4,quadruped,363,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/404.svg
405,luxray,electric,NA,120,79,80,95,79,70,4,quadruped,523,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/405.svg
406,budew,grass,poison,30,35,40,50,70,55,4,humanoid,280,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/406.svg
407,roserade,grass,poison,70,65,60,125,105,90,4,humanoid,515,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/407.svg
408,cranidos,rock,NA,125,40,67,30,30,58,4,upright,350,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/408.svg
409,rampardos,rock,NA,165,60,97,65,50,58,4,upright,495,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/409.svg
410,shieldon,rock,steel,42,118,30,42,88,30,4,quadruped,350,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/410.svg
411,bastiodon,rock,steel,52,168,60,47,138,30,4,quadruped,495,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/411.svg
412,burmy,bug,NA,29,45,40,29,45,36,4,squiggle,224,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/412.svg
413,wormadam-plant,bug,grass,59,85,60,79,105,36,4,squiggle,424,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/413.svg
414,mothim,bug,flying,94,50,70,94,50,66,4,bug-wings,424,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/414.svg
415,combee,bug,flying,30,42,30,30,42,70,4,heads,244,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/415.svg
416,vespiquen,bug,flying,80,102,70,80,102,40,4,wings,474,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/416.svg
417,pachirisu,electric,NA,45,70,60,45,90,95,4,quadruped,405,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/417.svg
418,buizel,water,NA,65,35,55,60,30,85,4,quadruped,330,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/418.svg
419,floatzel,water,NA,105,55,85,85,50,115,4,quadruped,495,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/419.svg
420,cherubi,grass,NA,35,45,45,62,53,35,4,heads,275,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/420.svg
421,cherrim,grass,NA,60,70,70,87,78,85,4,legs,450,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/421.svg
422,shellos,water,NA,48,48,76,57,62,34,4,armor,325,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/422.svg
423,gastrodon,water,ground,83,68,111,92,82,39,4,armor,475,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/423.svg
424,ambipom,normal,NA,100,66,75,60,66,115,4,upright,482,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/424.svg
425,drifloon,ghost,flying,50,34,90,60,44,70,4,arms,348,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/425.svg
426,drifblim,ghost,flying,80,44,150,90,54,80,4,arms,498,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/426.svg
427,buneary,normal,NA,66,44,55,44,56,85,4,upright,350,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/427.svg
428,lopunny,normal,NA,76,84,65,54,96,105,4,upright,480,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/428.svg
429,mismagius,ghost,NA,60,60,60,105,105,105,4,ball,495,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/429.svg
430,honchkrow,dark,flying,125,52,100,105,52,71,4,wings,505,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/430.svg
431,glameow,normal,NA,55,42,49,42,37,85,4,quadruped,310,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/431.svg
432,purugly,normal,NA,82,64,71,64,59,112,4,quadruped,452,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/432.svg
433,chingling,psychic,NA,30,50,45,65,50,45,4,humanoid,285,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/433.svg
434,stunky,poison,dark,63,47,63,41,41,74,4,quadruped,329,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/434.svg
435,skuntank,poison,dark,93,67,103,71,61,84,4,quadruped,479,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/435.svg
436,bronzor,steel,psychic,24,86,57,24,86,23,4,ball,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/436.svg
437,bronzong,steel,psychic,89,116,67,79,116,33,4,arms,500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/437.svg
438,bonsly,rock,NA,80,95,50,10,45,10,4,legs,290,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/438.svg
439,mime-jr,psychic,fairy,25,45,20,70,90,60,4,humanoid,310,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/439.svg
440,happiny,normal,NA,5,5,100,15,65,30,4,humanoid,220,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/440.svg
441,chatot,normal,flying,65,45,76,92,42,91,4,wings,411,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/441.svg
442,spiritomb,ghost,dark,92,108,50,92,108,35,4,blob,485,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/442.svg
443,gible,dragon,ground,70,45,58,40,45,42,4,upright,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/443.svg
444,gabite,dragon,ground,90,65,68,50,55,82,4,upright,410,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/444.svg
445,garchomp,dragon,ground,130,95,108,80,85,102,4,upright,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/445.svg
446,munchlax,normal,NA,85,40,135,40,85,5,4,humanoid,390,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/446.svg
447,riolu,fighting,NA,70,40,40,35,40,60,4,upright,285,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/447.svg
448,lucario,fighting,steel,110,70,70,115,70,90,4,upright,525,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/448.svg
449,hippopotas,ground,NA,72,78,68,38,42,32,4,quadruped,330,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/449.svg
450,hippowdon,ground,NA,112,118,108,68,72,47,4,quadruped,525,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/450.svg
451,skorupi,poison,bug,50,90,40,30,55,65,4,armor,330,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/451.svg
452,drapion,poison,dark,90,110,70,60,75,95,4,armor,500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/452.svg
453,croagunk,poison,fighting,61,40,48,61,40,50,4,humanoid,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/453.svg
454,toxicroak,poison,fighting,106,65,83,86,65,85,4,humanoid,490,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/454.svg
455,carnivine,grass,NA,100,72,74,90,72,46,4,tentacles,454,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/455.svg
456,finneon,water,NA,49,56,49,49,61,66,4,fish,330,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/456.svg
457,lumineon,water,NA,69,76,69,69,86,91,4,fish,460,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/457.svg
458,mantyke,water,flying,20,50,45,60,120,50,4,wings,345,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/458.svg
459,snover,grass,ice,62,50,60,62,60,40,4,upright,334,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/459.svg
460,abomasnow,grass,ice,92,75,90,92,85,60,4,upright,494,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/460.svg
461,weavile,dark,ice,120,65,70,45,85,125,4,upright,510,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/461.svg
462,magnezone,electric,steel,70,115,70,130,90,60,4,arms,535,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/462.svg
463,lickilicky,normal,NA,85,95,110,80,95,50,4,humanoid,515,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/463.svg
464,rhyperior,ground,rock,140,130,115,55,55,40,4,upright,535,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/464.svg
465,tangrowth,grass,NA,100,125,100,110,50,50,4,humanoid,535,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/465.svg
466,electivire,electric,NA,123,67,75,95,85,95,4,upright,540,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/466.svg
467,magmortar,fire,NA,95,67,75,125,95,83,4,upright,540,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/467.svg
468,togekiss,fairy,flying,50,95,85,120,115,80,4,wings,545,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/468.svg
469,yanmega,bug,flying,76,86,86,116,56,95,4,bug-wings,515,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/469.svg
470,leafeon,grass,NA,110,130,65,60,65,95,4,quadruped,525,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/470.svg
471,glaceon,ice,NA,60,110,65,130,95,65,4,quadruped,525,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/471.svg
472,gliscor,ground,flying,95,125,75,45,75,95,4,wings,510,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/472.svg
473,mamoswine,ice,ground,130,80,110,70,60,80,4,quadruped,530,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/473.svg
474,porygon-z,normal,NA,80,70,85,135,75,90,4,arms,535,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/474.svg
475,gallade,psychic,fighting,125,65,68,65,115,80,4,humanoid,518,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/475.svg
476,probopass,rock,steel,55,145,60,75,150,40,4,heads,525,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/476.svg
477,dusknoir,ghost,NA,100,135,45,65,135,45,4,arms,525,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/477.svg
478,froslass,ice,ghost,80,70,70,80,70,110,4,arms,480,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/478.svg
479,rotom,electric,ghost,50,77,50,95,77,91,4,ball,440,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/479.svg
480,uxie,psychic,NA,75,130,75,75,130,95,4,upright,580,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/480.svg
481,mesprit,psychic,NA,105,105,80,105,105,80,4,upright,580,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/481.svg
482,azelf,psychic,NA,125,70,75,125,70,115,4,upright,580,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/482.svg
483,dialga,steel,dragon,120,120,100,150,100,90,4,quadruped,680,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/483.svg
484,palkia,water,dragon,120,100,90,150,120,100,4,upright,680,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/484.svg
485,heatran,fire,steel,90,106,91,130,106,77,4,quadruped,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/485.svg
486,regigigas,normal,NA,160,110,110,80,110,100,4,humanoid,670,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/486.svg
487,giratina-altered,ghost,dragon,100,120,150,100,120,90,4,tentacles,680,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/487.svg
488,cresselia,psychic,NA,70,120,120,75,130,85,4,armor,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/488.svg
489,phione,water,NA,80,80,80,80,80,80,4,arms,480,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/489.svg
490,manaphy,water,NA,100,100,100,100,100,100,4,humanoid,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/490.svg
491,darkrai,dark,NA,90,90,70,135,90,125,4,humanoid,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/491.svg
492,shaymin-land,grass,NA,100,100,100,100,100,100,4,quadruped,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/492.svg
493,arceus,normal,NA,120,120,120,120,120,120,4,quadruped,720,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/493.svg
494,victini,psychic,fire,100,100,100,100,100,100,5,humanoid,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/494.svg
495,snivy,grass,NA,45,55,45,45,55,63,5,upright,308,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/495.svg
496,servine,grass,NA,60,75,60,60,75,83,5,upright,413,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/496.svg
497,serperior,grass,NA,75,95,75,75,95,113,5,squiggle,528,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/497.svg
498,tepig,fire,NA,63,45,65,45,45,45,5,quadruped,308,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/498.svg
499,pignite,fire,fighting,93,55,90,70,55,55,5,upright,418,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/499.svg
500,emboar,fire,fighting,123,65,110,100,65,65,5,upright,528,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/500.svg
501,oshawott,water,NA,55,45,55,63,45,45,5,upright,308,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/501.svg
502,dewott,water,NA,75,60,75,83,60,60,5,upright,413,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/502.svg
503,samurott,water,NA,100,85,95,108,70,70,5,quadruped,528,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/503.svg
504,patrat,normal,NA,55,39,45,35,39,42,5,quadruped,255,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/504.svg
505,watchog,normal,NA,85,69,60,60,69,77,5,upright,420,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/505.svg
506,lillipup,normal,NA,60,45,45,25,45,55,5,quadruped,275,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/506.svg
507,herdier,normal,NA,80,65,65,35,65,60,5,quadruped,370,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/507.svg
508,stoutland,normal,NA,110,90,85,45,90,80,5,quadruped,500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/508.svg
509,purrloin,dark,NA,50,37,41,50,37,66,5,quadruped,281,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/509.svg
510,liepard,dark,NA,88,50,64,88,50,106,5,quadruped,446,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/510.svg
511,pansage,grass,NA,53,48,50,53,48,64,5,upright,316,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/511.svg
512,simisage,grass,NA,98,63,75,98,63,101,5,upright,498,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/512.svg
513,pansear,fire,NA,53,48,50,53,48,64,5,upright,316,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/513.svg
514,simisear,fire,NA,98,63,75,98,63,101,5,upright,498,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/514.svg
515,panpour,water,NA,53,48,50,53,48,64,5,upright,316,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/515.svg
516,simipour,water,NA,98,63,75,98,63,101,5,upright,498,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/516.svg
517,munna,psychic,NA,25,45,76,67,55,24,5,quadruped,292,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/517.svg
